fips,lat,lon
021003,36.750241,-086.210149
021005,38.027990,-084.925693
021007,37.043623,-088.976992
021009,36.995285,-085.932182
021011,38.138475,-083.740600
021013,36.680825,-083.704390
021015,38.984893,-084.678985
021017,38.203999,-084.246703
021019,38.432179,-082.666251
021021,37.637853,-084.796823
021023,38.701217,-084.072685
021025,37.518699,-083.377385
021027,37.769799,-086.408122
021029,38.023787,-085.651771
021031,37.217537,-086.677714
021033,37.125484,-087.878812
021035,36.621007,-088.306090
021037,39.032376,-084.439251
021039,36.855639,-088.946346
021041,38.669245,-085.140741
021043,38.314087,-083.034886
021045,37.301616,-084.925995
021047,36.809040,-087.477832
021049,37.986421,-084.182808
021051,37.168974,-083.750091
021053,36.715915,-085.134470
021055,37.332230,-088.095012
021057,36.782421,-085.389733
021059,37.747426,-087.095079
021061,37.192292,-086.253259
021063,38.122978,-083.108689
021065,37.707053,-083.991846
021067,38.020293,-084.494410
021069,38.388852,-083.709683
021071,37.558551,-082.739600
021073,38.195361,-084.867165
021075,36.538105,-089.037115
021077,38.764935,-084.841609
021079,37.650333,-084.575237
021081,38.689224,-084.602905
021083,36.742207,-088.650736
021085,37.471252,-086.304570
021087,37.265986,-085.538884
021089,38.554360,-082.809161
021091,37.868547,-086.805118
021093,37.743564,-085.915853
021095,36.866097,-083.233800
021097,38.414072,-084.314294
021099,37.280435,-085.887770
021101,37.817983,-087.564508
021103,38.431400,-085.180752
021105,36.664413,-088.956556
021107,37.308856,-087.522010
021109,37.400575,-083.992381
021111,38.201451,-085.686227
021113,37.886869,-084.585371
021115,37.830575,-082.817074
021117,39.011065,-084.549073
021119,37.328988,-082.942351
021121,36.902733,-083.921054
021123,37.542807,-085.723159
021125,37.091997,-084.087505
021127,38.081027,-082.677508
021129,37.590698,-083.702693
021131,37.115702,-083.376004
021133,37.146816,-082.807202
021135,38.564104,-083.350474
021137,37.473364,-084.670402
021139,37.133064,-088.351386
021141,36.859958,-086.862831
021143,37.065485,-088.079475
021145,37.049300,-088.649871
021147,36.713019,-084.447417
021149,37.515540,-087.221398
021151,37.706850,-084.286707
021153,37.733397,-083.057067
021155,37.570127,-085.284420
021157,36.897003,-088.340000
021159,37.835468,-082.516965
021161,38.616511,-083.789096
021163,37.934417,-086.134606
021165,37.945275,-083.595979
021167,37.785035,-084.848910
021169,36.990976,-085.640950
021171,36.707799,-085.723364
021173,38.037988,-083.918227
021175,37.914473,-083.268972
021177,37.238076,-087.146244
021179,37.820783,-085.459500
021181,38.324558,-084.022987
021183,37.464465,-086.864757
021185,38.372614,-085.459227
021187,38.530989,-084.831041
021189,37.452440,-083.684820
021191,38.715312,-084.359242
021193,37.258818,-083.200329
021195,37.463914,-082.427235
021197,37.850736,-083.880539
021199,37.092197,-084.614379
021201,38.520923,-084.051005
021203,37.380897,-084.351176
021205,38.194754,-083.444323
021207,37.030799,-085.058512
021209,38.230636,-084.568282
021211,38.212966,-085.232221
021213,36.732484,-086.571947
021215,38.063130,-085.350311
021217,37.350286,-085.342524
021219,36.812095,-087.173233
021221,36.845549,-087.834907
021223,38.619320,-085.332070
021225,37.652277,-087.929907
021227,36.966984,-086.435814
021229,37.738166,-085.192752
021231,36.838184,-084.845965
021233,37.502386,-087.681920
021235,36.814087,-084.141533
021237,37.739826,-083.509721
021239,38.048373,-084.726705
022001,30.281563,-092.350979
022003,30.669442,-092.779523
022005,30.254386,-090.934071
022007,29.921462,-091.065832
022009,31.057263,-092.067528
022011,30.723548,-093.282544
022013,32.384335,-093.079008
022015,32.560816,-093.659046
022017,32.468933,-093.799166
022019,30.225067,-093.257749
022021,32.073032,-092.104629
022023,29.957136,-093.210852
022025,31.694978,-091.820047
022027,32.826371,-093.033201
022029,31.592181,-091.546320
022031,32.121308,-093.778274
022033,30.460289,-091.100064
022035,32.761788,-091.184557
022037,30.820502,-091.090607
022039,30.690294,-092.361575
022041,32.147658,-091.695666
022043,31.530198,-092.538082
022045,29.994242,-091.809640
022047,30.271035,-091.232013
022049,32.283184,-092.643112
022051,29.945816,-090.152287
022053,30.241059,-092.746247
022055,30.198103,-092.042199
022057,29.690273,-090.633960
022059,31.726006,-092.169540
022061,32.549640,-092.645045
022063,30.482370,-090.843081
022065,32.397655,-091.197847
022067,32.785896,-091.888300
022069,31.757091,-093.097411
022071,29.975765,-090.052950
022073,32.516411,-092.131922
022075,29.725872,-089.903288
022077,30.664814,-091.494700
022079,31.286365,-092.455373
022081,32.054844,-093.305191
022083,32.440206,-091.718715
022085,31.578134,-093.564477
022087,29.930597,-089.937239
022089,29.938265,-090.376212
022091,30.786666,-090.693517
022093,30.020844,-090.736618
022095,30.072182,-090.511201
022097,30.510054,-092.112737
022099,30.231079,-091.837350
022101,29.738031,-091.339006
022103,30.386943,-089.961836
022105,30.561076,-090.449002
022107,31.960595,-091.298951
022109,29.596256,-090.725647
022111,32.788831,-092.398543
022113,29.998731,-092.161801
022115,31.094560,-093.247140
022117,30.839568,-090.004103
022119,32.699031,-093.338052
022121,30.436753,-091.266575
022123,32.827035,-091.427421
022125,30.888343,-091.442588
022127,31.930579,-092.677910
023001,44.117226,-070.202081
023003,46.701279,-068.088411
023005,43.746359,-070.305033
023007,44.707406,-070.225872
023009,44.471045,-068.468176
023011,44.395615,-069.748924
023013,44.132937,-069.161632
023015,44.034295,-069.553445
023017,44.279251,-070.614092
023019,44.944506,-068.797457
023021,45.242664,-069.256031
023023,43.956844,-069.871506
023025,44.820189,-069.685098
023027,44.490051,-069.086158
023029,44.861852,-067.465950
023031,43.422532,-070.640150
024001,39.628458,-078.820665
024003,39.071038,-076.604417
024005,39.368834,-076.620325
024009,38.551108,-076.544070
024011,38.873476,-075.830203
024013,39.526206,-076.993056
024015,39.614177,-075.936285
024017,38.581470,-076.951519
024019,38.571271,-076.011658
024021,39.427679,-077.400605
024023,39.513240,-079.305826
024025,39.520613,-076.309261
024027,39.217658,-076.854298
024029,39.244676,-076.057670
024031,39.087069,-077.124126
024033,38.909313,-076.888689
024035,39.021381,-076.149985
024037,38.307223,-076.577954
024039,38.133060,-075.742151
024041,38.768500,-076.098027
024043,39.618688,-077.731480
024045,38.372255,-075.593756
024047,38.303610,-075.234513
024510,39.314378,-076.618104
025001,41.692343,-070.328659
025003,42.456888,-073.218336
025005,41.794278,-071.109451
025007,41.419712,-070.603310
025009,42.625306,-070.991432
025011,42.578152,-072.559152
025013,42.125554,-072.574333
025015,42.312741,-072.572165
025017,42.447845,-071.254598
025019,41.267216,-070.089225
025021,42.202442,-071.146359
025023,42.023677,-070.855576
025025,42.336102,-071.077148
025027,42.303377,-071.802715
026001,44.668106,-083.465560
026003,46.384467,-086.711752
026005,42.608445,-085.871027
026007,45.050588,-083.502895
026009,44.978317,-085.198554
026011,44.044452,-083.884489
026013,46.766517,-088.450012
026015,42.618511,-085.349392
026017,43.629992,-083.929196
026019,44.651834,-086.011382
026021,41.985704,-086.406377
026023,41.929177,-085.030705
026025,42.289631,-085.106049
026027,41.892277,-086.040504
026029,45.244536,-085.111010
026031,45.511041,-084.521080
026033,46.365585,-084.396326
026035,43.944384,-084.825685
026037,42.886259,-084.554280
026039,44.657052,-084.668957
026041,45.801912,-087.065752
026043,45.832994,-088.014029
026045,42.645094,-084.739621
026047,45.432042,-084.910442
026049,43.002399,-083.693809
026051,43.968003,-084.439806
026053,46.446365,-089.992958
026055,44.713441,-085.613028
026057,43.344130,-084.631259
026059,41.916883,-084.605231
026061,47.127331,-088.541770
026063,43.832366,-083.063027
026065,42.688382,-084.486253
026067,42.957003,-085.086727
026069,44.357042,-083.532361
026071,46.099565,-088.537640
026073,43.608534,-084.803450
026075,42.241802,-084.406618
026077,42.262549,-085.586372
026079,44.720582,-085.164963
026081,42.961776,-085.625638
026083,47.336126,-088.289269
026085,43.957210,-085.799431
026087,43.058194,-083.249396
026089,44.906992,-085.730072
026091,41.926112,-084.052777
026093,42.575026,-083.856466
026095,46.335663,-085.561350
026097,45.997314,-084.881331
026099,42.589118,-082.957895
026101,44.306321,-086.185294
026103,46.486717,-087.492759
026105,43.974550,-086.346719
026107,43.650863,-085.382191
026109,45.342064,-087.579801
026111,43.643318,-084.296349
026113,44.307677,-085.179858
026115,41.901664,-083.486421
026117,43.283564,-085.172737
026119,44.997449,-084.125910
026121,43.243847,-086.214941
026123,43.466224,-085.811272
026125,42.586862,-083.314039
026127,43.632662,-086.305778
026129,44.286618,-084.127345
026131,46.718929,-089.288199
026133,43.965434,-085.357843
026135,44.701471,-084.148370
026137,45.006949,-084.666769
026139,42.911054,-086.015862
026141,45.356976,-083.868249
026143,44.364342,-084.650133
026145,43.399088,-083.996446
026147,42.912215,-082.563457
026149,41.887521,-085.526887
026151,43.365189,-082.782963
026153,46.006087,-086.226826
026155,42.942704,-084.147876
026157,43.429916,-083.433939
026159,42.260186,-086.001338
026161,42.257602,-083.726939
026163,42.329477,-083.226321
026165,44.309686,-085.486553
027001,46.570797,-093.529980
027003,45.195033,-093.269315
027005,46.846984,-095.781108
027007,47.585267,-094.863330
027009,45.634664,-094.104350
027011,45.395362,-096.446286
027013,44.133623,-093.994417
027015,44.285144,-094.591760
027017,46.644206,-092.532283
027019,44.836919,-093.679267
027021,46.817725,-094.417932
027023,44.961846,-095.618298
027025,45.452093,-092.924032
027027,46.855003,-096.673903
027029,47.559971,-095.388788
027031,47.790102,-090.339448
027033,43.938574,-095.120928
027035,46.430863,-094.162322
027037,44.763244,-093.154642
027039,44.030082,-092.805954
027041,45.907933,-095.389465
027043,43.682751,-093.954993
027045,43.696271,-092.081754
027047,43.662772,-093.361666
027049,44.446353,-092.666570
027051,45.948536,-095.931474
027053,44.976697,-093.361233
027055,43.720423,-091.438661
027057,47.058441,-094.933356
027059,45.542718,-093.259775
027061,47.315009,-093.521135
027063,43.665360,-095.109576
027065,45.885216,-093.297994
027067,45.154628,-095.017492
027069,48.729252,-096.776630
027071,48.510977,-093.489801
027073,44.982404,-096.130868
027075,47.186485,-091.560751
027077,48.769541,-094.744612
027079,44.396810,-093.716142
027081,44.373948,-096.252306
027083,44.428528,-095.796682
027085,44.859670,-094.264775
027087,47.300158,-095.837513
027089,48.306927,-096.530084
027091,43.665559,-094.509350
027093,45.136287,-094.481246
027095,45.790781,-093.623033
027097,45.984633,-094.329081
027099,43.665401,-092.901937
027101,43.982392,-095.740801
027103,44.265352,-094.058378
027105,43.635008,-095.663888
027107,47.308519,-096.484363
027109,44.024514,-092.476238
027111,46.408729,-095.789225
027113,48.102851,-096.147968
027115,46.030418,-092.894181
027117,43.980739,-096.268335
027119,47.783873,-096.562798
027121,45.630228,-095.439435
027123,44.992910,-093.105650
027125,47.875652,-096.132058
027127,44.440045,-095.189914
027129,44.721227,-094.942285
027131,44.372673,-093.261650
027133,43.648084,-096.237081
027135,48.824430,-095.646717
027137,47.078425,-092.307366
027139,44.714553,-093.466447
027141,45.402446,-093.718866
027143,44.582520,-094.165538
027145,45.559158,-094.355044
027147,44.065860,-093.214616
027149,45.577955,-095.921798
027151,45.272889,-095.637582
027153,46.065805,-094.889142
027155,45.751962,-096.547312
027157,44.298281,-092.218760
027159,46.527380,-095.044753
027161,44.062525,-093.551329
027163,44.985726,-092.921431
027165,43.992768,-094.583590
027167,46.316429,-096.525623
027169,44.023673,-091.718459
027171,45.199091,-093.818147
027173,44.737396,-095.830115
028001,31.545814,-091.354340
028003,34.909527,-088.529805
028005,31.187109,-090.807611
028007,33.065276,-089.589172
028009,34.813848,-089.203932
028011,33.771865,-090.768825
028013,33.930069,-089.309537
028015,33.461770,-089.919301
028017,33.930850,-088.938910
028019,33.339222,-089.234179
028021,31.931505,-090.950731
028023,32.067249,-088.731696
028025,33.624883,-088.693000
028027,34.220105,-090.570360
028029,31.893381,-090.378623
028031,31.634654,-089.546964
028033,34.927389,-089.949653
028035,31.309279,-089.287954
028037,31.471678,-090.866734
028039,30.868417,-088.590917
028041,31.195402,-088.629422
028043,33.767560,-089.803438
028045,30.379142,-089.404092
028047,30.434161,-089.063779
028049,32.304046,-090.257000
028051,33.089593,-090.028731
028053,33.164116,-090.518897
028055,32.889296,-091.018573
028057,34.289689,-088.404342
028059,30.443696,-088.668630
028061,31.961091,-089.144805
028063,31.714009,-091.057536
028065,31.575445,-089.816038
028067,31.667175,-089.167194
028069,32.763776,-088.672958
028071,34.359415,-089.526750
028073,31.273921,-089.439932
028075,32.401267,-088.692876
028077,31.553787,-090.110558
028079,32.733654,-089.510973
028081,34.278226,-088.703819
028083,33.513518,-090.203416
028085,31.549270,-090.457896
028087,33.520258,-088.389424
028089,32.509875,-090.104845
028091,31.245825,-089.830527
028093,34.816554,-089.544076
028095,33.926461,-088.499061
028097,33.496327,-089.682458
028099,32.755039,-089.120008
028101,32.415269,-089.129364
028103,33.132850,-088.549668
028105,33.448413,-088.825442
028107,34.345346,-089.934868
028109,30.640759,-089.631685
028111,31.262146,-088.992608
028113,31.219047,-090.435044
028115,34.253564,-089.015136
028117,34.632609,-088.552077
028119,34.267733,-090.263230
028121,32.281333,-090.030487
028123,32.401640,-089.529579
028125,32.921684,-090.862626
028127,31.915898,-089.855744
028129,31.970107,-089.504515
028131,30.806397,-089.135849
028133,33.593307,-090.584134
028135,33.984159,-090.182077
028137,34.644191,-089.948269
028139,34.765765,-088.924324
028141,34.730586,-088.228294
028143,34.720692,-090.341396
028145,34.483103,-089.010519
028147,31.150842,-090.122962
028149,32.324815,-090.843777
028151,33.369011,-091.010780
028153,31.650518,-088.662531
028155,33.582804,-089.220716
028157,31.123212,-091.245215
028159,33.084971,-089.042025
028161,34.081548,-089.694995
028163,32.829241,-090.382180
029001,40.195278,-092.581512
029003,39.919858,-094.816600
029005,40.420914,-095.436109
029007,39.203899,-091.826614
029009,36.737459,-093.865725
029011,37.495949,-094.305362
029013,38.280773,-094.362779
029015,38.301006,-093.310017
029017,37.340708,-089.999696
029019,38.956712,-092.321624
029021,39.750709,-094.819825
029023,36.756985,-090.417972
029025,39.663863,-093.998899
029027,38.797548,-091.997518
029029,38.073064,-092.746042
029031,37.355235,-089.607695
029033,39.408302,-093.496539
029035,36.947475,-090.885719
029037,38.751052,-094.424307
029039,37.765491,-093.895266
029041,39.486142,-092.931479
029043,37.027878,-093.264355
029045,40.412112,-091.708614
029047,39.252956,-094.497328
029049,39.602433,-094.367454
029051,38.552550,-092.220619
029053,38.910060,-092.772757
029055,38.061879,-091.321648
029057,37.415382,-093.824927
029059,37.643751,-093.066641
029061,39.938229,-093.980672
029063,39.825582,-094.354573
029065,37.631372,-091.545105
029067,36.940662,-092.603414
029069,36.324914,-090.058119
029071,38.436356,-090.998977
029073,38.446364,-091.490137
029075,40.203737,-094.432825
029077,37.192242,-093.309507
029079,40.093264,-093.595770
029081,40.315594,-094.001268
029083,38.394287,-093.737690
029085,37.911050,-093.329051
029087,40.084331,-095.185877
029089,39.140559,-092.704460
029091,36.792561,-091.873718
029093,37.578019,-090.713802
029095,39.009980,-094.444287
029097,37.129578,-094.444125
029099,38.340859,-090.475056
029101,38.758577,-093.770288
029103,40.155205,-092.154081
029105,37.669688,-092.653795
029107,39.055172,-093.842193
029109,37.034976,-093.799734
029111,40.089160,-091.641748
029113,38.996776,-090.929751
029115,39.797177,-093.066695
029117,39.798080,-093.553067
029119,36.615343,-094.399016
029121,39.796483,-092.508120
029123,37.539522,-090.299752
029125,38.170013,-091.878849
029127,39.741435,-091.457393
029129,40.415018,-093.579508
029131,38.246362,-092.508970
029133,36.856032,-089.368458
029135,38.627456,-092.611037
029137,39.524752,-091.966322
029139,38.948967,-091.467436
029141,38.383773,-092.850980
029143,36.612845,-089.651942
029145,36.921726,-094.414367
029147,40.352259,-094.868321
029149,36.614979,-091.473870
029151,38.455126,-091.884527
029153,36.623314,-092.421851
029155,36.179974,-089.744692
029157,37.713861,-089.857860
029159,38.701441,-093.247496
029161,37.943357,-091.747022
029163,39.362999,-091.160041
029165,39.260346,-094.683735
029167,37.602027,-093.404435
029169,37.822042,-092.175732
029171,40.483035,-092.984514
029173,39.579823,-091.469172
029175,39.413737,-092.451801
029177,39.336637,-094.062098
029179,37.329000,-090.970144
029181,36.626945,-090.790679
029183,38.778572,-090.671284
029185,38.057169,-093.763876
029186,37.940830,-090.165655
029187,37.834497,-090.488054
029189,38.644521,-090.389519
029195,39.111399,-093.202654
029197,40.461863,-092.520354
029199,40.448060,-092.151796
029201,37.015235,-089.577539
029203,37.068998,-091.432915
029205,39.761716,-092.077250
029207,36.847864,-089.970872
029209,36.723445,-093.437769
029211,40.214930,-093.101593
029213,36.657085,-093.195143
029215,37.330114,-091.966146
029217,37.836794,-094.337390
029219,38.790363,-091.098557
029221,37.953782,-090.785794
029223,37.109113,-090.523545
029225,37.262940,-092.906843
029227,40.481643,-094.437082
029229,37.193283,-092.433272
029510,38.620558,-090.253332
030001,45.225028,-112.693549
030003,45.568552,-107.499673
030005,48.432419,-108.871588
030007,46.281619,-111.543362
030009,45.322269,-109.084845
030011,45.687353,-104.525341
030013,47.491558,-111.306586
030015,47.962552,-110.386252
030017,46.401678,-105.814642
030019,48.783637,-105.431739
030021,47.137216,-104.748806
030023,46.135851,-112.955566
030025,46.360506,-104.316077
030027,47.092022,-109.414600
030029,48.247380,-114.280930
030031,45.682956,-111.128767
030033,47.309975,-106.946674
030035,48.601084,-112.803122
030037,46.297881,-109.120778
030039,46.445392,-113.319927
030041,48.511678,-109.767061
030043,46.268426,-112.045462
030045,47.094038,-110.171269
030047,47.608393,-114.123168
030049,46.646621,-112.019644
030051,48.538044,-110.985198
030053,48.553306,-115.426490
030055,47.569721,-105.638886
030057,45.419014,-111.922649
030059,46.529828,-110.881517
030061,47.182752,-114.894335
030063,46.875546,-114.021512
030065,46.420108,-108.483111
030067,45.604896,-110.596931
030069,47.012154,-108.317862
030071,48.367246,-107.866550
030073,48.211424,-112.157767
030075,45.438494,-105.544609
030077,46.450646,-112.757979
030079,46.809714,-105.276222
030081,46.358548,-114.111357
030083,47.720720,-104.204227
030085,48.134392,-105.212553
030087,45.902894,-106.612238
030089,47.635009,-115.175789
030091,48.734101,-104.493670
030093,45.987460,-112.525517
030095,45.615383,-109.238178
030097,45.829391,-109.916510
030099,47.762524,-112.039341
030101,48.578065,-111.850473
030103,46.247085,-107.247111
030105,48.236249,-106.541586
030107,46.454552,-109.845461
030109,46.969955,-104.191241
030111,45.789945,-108.546051
031001,40.585501,-098.415180
031003,42.147054,-098.057377
031005,41.569368,-101.678874
031007,41.558824,-103.721644
031009,41.906138,-100.013369
031011,41.677314,-098.014023
031013,42.136678,-102.905215
031015,42.893569,-098.744830
031017,42.543087,-099.849627
031019,40.737756,-099.072828
031021,41.845218,-096.347791
031023,41.247435,-097.141745
031025,40.949471,-096.063719
031027,42.576739,-097.250958
031029,40.501955,-101.625629
031031,42.788407,-100.749694
031033,41.164852,-102.982567
031035,40.547589,-098.027882
031037,41.515594,-097.076357
031039,41.896856,-096.758441
031041,41.400577,-099.673936
031043,42.446864,-096.438647
031045,42.786274,-103.066332
031047,40.827351,-099.856676
031049,41.090929,-102.336520
031051,42.436803,-096.826061
031053,41.471288,-096.528637
031055,41.261730,-096.069741
031057,40.089487,-101.599270
031059,40.541248,-097.580053
031061,40.185987,-098.954540
031063,40.609996,-100.398828
031065,40.250813,-099.934116
031067,40.280866,-096.713556
031069,41.429505,-102.323863
031071,41.803658,-099.104124
031073,40.594430,-099.826842
031075,41.969597,-101.734576
031077,41.555312,-098.499420
031079,40.916340,-098.377793
031081,40.879505,-098.023002
031083,40.145347,-099.406335
031085,40.500842,-101.049757
031087,40.210950,-101.004675
031089,42.460461,-098.743792
031091,42.010663,-101.050551
031093,41.189170,-098.489627
031095,40.164225,-097.141688
031097,40.401098,-096.227732
031099,40.507252,-098.992180
031101,41.141819,-101.699800
031103,42.868932,-099.717406
031105,41.231296,-103.661580
031107,42.624210,-097.782589
031109,40.799269,-096.671536
031111,41.119294,-100.789525
031113,41.499176,-100.507661
031115,41.832646,-099.416371
031117,41.560427,-101.004858
031119,42.006360,-097.461443
031121,41.130786,-098.037243
031123,41.708586,-103.162925
031125,41.404591,-097.896242
031127,40.401975,-095.839188
031129,40.114628,-098.061800
031131,40.670824,-096.036880
031133,40.133204,-096.177346
031135,40.844891,-101.675458
031137,40.466361,-099.404540
031139,42.259529,-097.591612
031141,41.466970,-097.385528
031143,41.173605,-097.556720
031145,40.206742,-100.592097
031147,40.099879,-095.669705
031149,42.536738,-099.499863
031151,40.579217,-097.016896
031153,41.152889,-096.043700
031155,41.195383,-096.560061
031157,41.865094,-103.680393
031159,40.875087,-097.102308
031161,42.704794,-102.404074
031163,41.228647,-098.968633
031165,42.408762,-103.833171
031167,41.985101,-097.255038
031169,40.178256,-097.628078
031171,41.967138,-100.565595
031173,42.161934,-096.522459
031175,41.573672,-098.948914
031177,41.504682,-096.156611
031179,42.223628,-097.056303
031181,40.195862,-098.486606
031183,41.885209,-098.545473
031185,40.863485,-097.605023
032001,39.474469,-118.796052
032003,36.141141,-115.152976
032005,38.957468,-119.756218
032007,40.856303,-115.534273
032009,37.704407,-117.670635
032011,39.946993,-116.209128
032013,41.017558,-117.744296
032015,40.498460,-116.949528
032017,37.710093,-114.626444
032019,39.355756,-119.327152
032021,38.601613,-118.643399
032023,36.414296,-116.125667
032027,40.334654,-118.294224
032029,39.389828,-119.622432
032031,39.534488,-119.793527
032033,39.278317,-114.875458
032510,39.166096,-119.754080
033001,43.518179,-071.439516
033003,43.810093,-071.170079
033005,42.897949,-072.260597
033007,44.544534,-071.363600
033009,43.837440,-071.957176
033011,42.879412,-071.531546
033013,43.244048,-071.586768
033015,42.937487,-071.105861
033017,43.246137,-070.954351
033019,43.370229,-072.256473
034001,39.428157,-074.584723
034003,40.916918,-074.056816
034005,39.983738,-074.836627
034007,39.863128,-075.026364
034009,39.096879,-074.806953
034011,39.431713,-075.089600
034013,40.767919,-074.216055
034015,39.748752,-075.130305
034017,40.741644,-074.061448
034019,40.572604,-074.895969
034021,40.255387,-074.699450
034023,40.484409,-074.388583
034025,40.291180,-074.148590
034027,40.859148,-074.500310
034029,39.978586,-074.215904
034031,40.923998,-074.189868
034033,39.627242,-075.378171
034035,40.559937,-074.578391
034037,41.090477,-074.655456
034039,40.659355,-074.293688
034041,40.794655,-075.014893
035001,35.109462,-106.617779
035003,33.958709,-108.531494
035005,33.365668,-104.514733
035006,35.107009,-107.818849
035007,36.698075,-104.656615
035009,34.421082,-103.213229
035011,34.460693,-104.247994
035013,32.248370,-106.728836
035015,32.538156,-104.288595
035017,32.781053,-108.243210
035019,34.932588,-104.764455
035021,35.853043,-103.978557
035023,32.286524,-108.771223
035025,32.751720,-103.190527
035027,33.419573,-105.631108
035028,35.869176,-106.272314
035029,32.223031,-107.741875
035031,35.513228,-108.634281
035033,36.004180,-105.237070
035035,32.778517,-106.000317
035037,35.178327,-103.662364
035039,36.203984,-106.205155
035041,34.168551,-103.347539
035043,35.319674,-106.649224
035045,36.723982,-108.220154
035047,35.576344,-105.307874
035049,35.632632,-106.004765
035051,33.106952,-107.281723
035053,34.154884,-106.960356
035055,36.435099,-105.607910
035057,34.870562,-106.102700
035059,36.468186,-103.265891
035061,34.755709,-106.722815
036001,42.680589,-073.811637
036003,42.228676,-078.020786
036005,40.849395,-073.882271
036007,42.120758,-075.936264
036009,42.223696,-078.608393
036011,42.938915,-076.560652
036013,42.245031,-079.314802
036015,42.120553,-076.813813
036017,42.480979,-075.568857
036019,44.729940,-073.542837
036021,42.274439,-073.680411
036023,42.595471,-076.146202
036025,42.248721,-074.996335
036027,41.678068,-073.841540
036029,42.891147,-078.792727
036031,44.168428,-073.676357
036033,44.717734,-074.351416
036035,43.058597,-074.329857
036037,42.998899,-078.171041
036039,42.298257,-073.978824
036041,43.612735,-074.385492
036043,43.071299,-074.994925
036045,44.019862,-075.895040
036047,40.651666,-073.954985
036049,43.788692,-075.449227
036051,42.769037,-077.762787
036053,42.986860,-075.719961
036055,43.160725,-077.618985
036057,42.932710,-074.344144
036059,40.716432,-073.603664
036061,40.776422,-073.967437
036063,43.134406,-078.851139
036065,43.146277,-075.355941
036067,43.067977,-076.167376
036069,42.902312,-077.266946
036071,41.419570,-074.239375
036073,43.249285,-078.224364
036075,43.392222,-076.311790
036077,42.564145,-075.060236
036079,41.410932,-073.718558
036081,40.721204,-073.834008
036083,42.699563,-073.631993
036085,40.589259,-074.136701
036087,41.127445,-074.022140
036089,44.652827,-075.147873
036091,43.007918,-073.784353
036093,42.809147,-073.945253
036095,42.643980,-074.435708
036097,42.389251,-076.869139
036099,42.828510,-076.827711
036101,42.264824,-077.319680
036103,40.823365,-073.103278
036105,41.698542,-074.698587
036107,42.121424,-076.298893
036109,42.459082,-076.478989
036111,41.841749,-074.098362
036113,43.392942,-073.711242
036115,43.289043,-073.460751
036117,43.143635,-077.130245
036119,41.038581,-073.805470
036121,42.722711,-078.209554
036123,42.634707,-077.078135
037001,36.071544,-079.413154
037003,35.889332,-081.193451
037005,36.497597,-081.106030
037007,34.974145,-080.110797
037009,36.413630,-081.487979
037011,36.076010,-081.939525
037013,35.521622,-076.961773
037015,36.081687,-076.962721
037017,34.609170,-078.643311
037019,34.041766,-078.216619
037021,35.585308,-082.551811
037023,35.731270,-081.641243
037025,35.395655,-080.621106
037027,35.873003,-081.502542
037029,36.369324,-076.197747
037031,34.744126,-076.818665
037033,36.399939,-079.361345
037035,35.695474,-081.245331
037037,35.756012,-079.208387
037039,35.101433,-084.022596
037041,36.117035,-076.626616
037043,35.036306,-083.805739
037045,35.291366,-081.515786
037047,34.280555,-078.706901
037049,35.069158,-077.041410
037051,35.054571,-078.937283
037053,36.403222,-076.016801
037055,35.920369,-075.676005
037057,35.857903,-080.200515
037059,35.931411,-080.520370
037061,34.928450,-077.940295
037063,35.986154,-078.901717
037065,35.902358,-077.656133
037067,36.104617,-080.258522
037069,36.044193,-078.354026
037071,35.273689,-081.150823
037073,36.464578,-076.706981
037075,35.332126,-083.787137
037077,36.216579,-078.649713
037079,35.466704,-077.665166
037081,36.066734,-079.847354
037083,36.361430,-077.674080
037085,35.354081,-078.867419
037087,35.518934,-082.943122
037089,35.341636,-082.471646
037091,36.352235,-077.011325
037093,34.992582,-079.170107
037095,35.430458,-076.205134
037097,35.694772,-080.866837
037099,35.332904,-083.199035
037101,35.570579,-078.419098
037103,35.030718,-077.354076
037105,35.453843,-079.173582
037107,35.260621,-077.633969
037109,35.485544,-081.162521
037111,35.667381,-082.019915
037113,35.156852,-083.377321
037115,35.839031,-082.636142
037117,35.830325,-077.097262
037119,35.225341,-080.819873
037121,35.960065,-082.113979
037123,35.340612,-079.892912
037125,35.237770,-079.439212
037127,35.945971,-077.925858
037129,34.210212,-077.878389
037131,36.440740,-077.450044
037133,34.734255,-077.405266
037135,35.980115,-079.082329
037137,35.102112,-076.782234
037139,36.294076,-076.247331
037141,34.453784,-077.806662
037143,36.180608,-076.422879
037145,36.372010,-078.970440
037147,35.576487,-077.383372
037149,35.258428,-082.176880
037151,35.766153,-079.829145
037153,34.942668,-079.735374
037155,34.677173,-079.091794
037157,36.400320,-079.773426
037159,35.620923,-080.522841
037161,35.350767,-081.897864
037163,35.036714,-078.397561
037165,34.785743,-079.473966
037167,35.320568,-080.251909
037169,36.349476,-080.275236
037171,36.431129,-080.657197
037173,35.437811,-083.411997
037175,35.210116,-082.743077
037177,35.895302,-076.242529
037179,35.012490,-080.631967
037181,36.332774,-078.402975
037183,35.795346,-078.679962
037185,36.411300,-078.134476
037187,35.863224,-076.651708
037189,36.218213,-081.686035
037191,35.372889,-077.986675
037193,36.191877,-081.133714
037195,35.727699,-077.933790
037197,36.164018,-080.673979
037199,35.910934,-082.294631
038001,46.035876,-102.621818
038003,46.926891,-098.030382
038005,48.022233,-099.148961
