fips,lat,lon
006017,38.741021,-120.761446
006019,36.743848,-119.765291
006021,39.665777,-122.179287
006023,40.757636,-124.088127
006025,32.841599,-115.540049
006027,37.171422,-118.268567
006029,35.369809,-118.941786
006031,36.252657,-119.726922
006033,38.976233,-122.732922
006035,40.393749,-120.584467
006037,34.067886,-118.245990
006039,37.037074,-120.009796
006041,37.986474,-122.546657
006043,37.532076,-119.971401
006045,39.285646,-123.394154
006047,37.274812,-120.628944
006049,41.521665,-120.631201
006051,37.773016,-118.970627
006053,36.614681,-121.646692
006055,38.325108,-122.319983
006057,39.220021,-120.915206
006059,33.732683,-117.858773
006061,38.839708,-121.198379
006063,39.981152,-120.821957
006065,33.799274,-117.076969
006067,38.568337,-121.381235
006069,36.843074,-121.402614
006071,34.190969,-117.359766
006073,32.884418,-117.112348
006075,37.760569,-122.436499
006077,37.924541,-121.302289
006079,35.341822,-120.665804
006081,37.563575,-122.339869
006083,34.645128,-120.102900
006085,37.315518,-121.911090
006087,36.986338,-121.938739
006089,40.578348,-122.300147
006091,39.607184,-120.421856
006093,41.572743,-122.493725
006095,38.236295,-122.067272
006097,38.412281,-122.720368
006099,37.618447,-120.955882
006101,39.137197,-121.643973
006103,40.114795,-122.219057
006105,40.629982,-123.096608
006107,36.254134,-119.234540
006109,37.972006,-120.325224
006111,34.242809,-119.025486
006113,38.598163,-121.718874
006115,39.131905,-121.510607
008001,39.876949,-104.920943
008003,37.481888,-105.877629
008005,39.646582,-104.838574
008007,37.240274,-107.089808
008009,37.368105,-102.532040
008011,38.072919,-103.166006
008013,40.062992,-105.180215
008014,39.939871,-105.058131
008015,38.676811,-106.085131
008017,38.817655,-102.470052
008019,39.713458,-105.532527
008021,37.199613,-105.987323
008023,37.292230,-105.444296
008025,38.193783,-103.856387
008027,38.133198,-105.382527
008029,38.798198,-107.913769
008031,39.724860,-104.950033
008033,37.746934,-108.758724
008035,39.482023,-104.873570
008037,39.600516,-106.733421
008039,39.388552,-104.523110
008041,38.877314,-104.752120
008043,38.426941,-105.214303
008045,39.507103,-107.549019
008047,39.856062,-105.483217
008049,40.051143,-105.978501
008051,38.660002,-106.944384
008053,38.002552,-107.298750
008055,37.612538,-104.887584
008057,40.690192,-106.295485
008059,39.723690,-105.130309
008061,38.470085,-102.700966
008063,39.310418,-102.462031
008065,39.244814,-106.307470
008067,37.266021,-107.803947
008069,40.504402,-105.089155
008071,37.192053,-104.501324
008073,39.180049,-103.614219
008075,40.640340,-103.185977
008077,39.092942,-108.546673
008079,37.779142,-106.942063
008081,40.516060,-107.613977
008083,37.371913,-108.554458
008085,38.481301,-107.922349
008087,40.254229,-103.789071
008089,38.023236,-103.655776
008091,38.146044,-107.751894
008093,39.305737,-105.625362
008095,40.599356,-102.385877
008097,39.231757,-106.908716
008099,38.083029,-102.548624
008101,38.265773,-104.646976
008103,40.051080,-108.268744
008105,37.611850,-106.242067
008107,40.455504,-106.897410
008109,37.925349,-106.006105
008111,37.801877,-107.673598
008113,37.971818,-107.958108
008115,40.962161,-102.325673
008117,39.572383,-106.055673
008119,38.944782,-105.139899
008121,40.098312,-103.157119
008123,40.322426,-104.807009
008125,40.065848,-102.480825
009001,41.206021,-073.367214
009003,41.761165,-072.717868
009005,41.726958,-073.190432
009007,41.479018,-072.571631
009009,41.396593,-072.942327
009011,41.443271,-072.097543
009013,41.842288,-072.372969
009015,41.805080,-071.993508
010001,39.127081,-075.559130
010003,39.678852,-075.635290
010005,38.661794,-075.331473
011001,38.910168,-077.013993
012001,29.664721,-082.391582
012003,30.286374,-082.184536
012005,30.212820,-085.670601
012007,29.949896,-082.128265
012009,28.225111,-080.690892
012011,26.135399,-080.226976
012013,30.464333,-085.125841
012015,26.953831,-082.117344
012017,28.865585,-082.455213
012019,30.087758,-081.800487
012021,26.203653,-081.692570
012023,30.122022,-082.664496
012027,27.186800,-081.870510
012029,29.634593,-083.058664
012031,30.298646,-081.620436
012033,30.485666,-087.277106
012035,29.521471,-081.222102
012037,29.785968,-084.813247
012039,30.593632,-084.571737
012041,29.705263,-082.808104
012043,26.897019,-081.189563
012045,29.955584,-085.259724
012047,30.501436,-082.999025
012049,27.548142,-081.816969
012051,26.726562,-081.216144
012053,28.504446,-082.497025
012055,27.462632,-081.444816
012057,27.967264,-082.398570
012059,30.847037,-085.754664
012061,27.671332,-080.440738
012063,30.797248,-085.218988
012065,30.502892,-083.891330
012067,30.063591,-083.176369
012069,28.716853,-081.750668
012071,26.576019,-081.851845
012073,30.466102,-084.269682
012075,29.380119,-082.662921
012077,30.399108,-084.907135
012079,30.472359,-083.425943
012081,27.478313,-082.520478
012083,29.135817,-082.126125
012085,27.145869,-080.245706
